company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,price_amount,price_currency_code
/organization/baigent-digital,Baigent Digital,,GBR,B9,London,Slough,/organization/convio,Convio,Software,USA,TX,Austin,Austin,2011-07-04,2011-07,,USD
/organization/baja-auto-insurance,Baja Auto Insurance,,USA,TX,Dallas,Dallas,/organization/confie-seguros,Confie Seguros,Enterprise Software,USA,CA,Anaheim,Buena Park,2015-02-10,2015-02,,USD
/organization/bakbone-software,Bakbone Software,Security,USA,CA,Anaheim,Aliso Viejo,/organization/quest-software,Quest Software,Software,USA,CA,Anaheim,Aliso Viejo,2010-11-09,2010-11,55000000,USD
/organization/bakemark-sweden,BakeMark Sweden,,,,,,/organization/accent-equity-partners,Accent Equity Partners,,SWE,26,Stockholm,Stockholm,2005-04-07,2005-04,,USD
/organization/baker-corporation,Baker Corporation,Environmental Innovation,USA,CA,Los Angeles,Los Angeles,/organization/integrated-mission-solutions,Integrated Mission Solutions,,,,,,2013-07-29,2013-07,396900000,USD
/organization/baker-hughes,Baker Hughes,Clean Energy|Gas|Oil,USA,TX,Houston,Houston,/organization/halliburton,Halliburton,Energy,USA,TX,Houston,Houston,2014-11-13,2014-11,,USD
/organization/baker-taylor,Baker & Taylor,Entertainment|Music|Services|Video,USA,NC,Charlotte,Charlotte,/organization/willis-stein-partnes,Willis Stein & Partnes,Business Services|Consumers,USA,IL,Chicago,Chicago,2003-07-03,2003-07,255000000,USD
/organization/bakery-chef-inc,Bakery Chef Inc,Specialty Foods,USA,IL,Chicago,Westmont,/organization/ralcorp,Ralcorp,Food Processing,USA,IL,Chicago,Downers Grove,2003-11-14,2003-11,287500000,USD
/organization/bakfy,Bakfy,Apps,,,,,/organization/commonfloor,CommonFloor,Real Estate,IND,19,Bangalore,Bangalore,2015-01-07,2015-01,,USD
/organization/balance-financial,Balance Financial,Enterprise Software|Finance Technology,USA,WA,Seattle,Bellevue,/organization/tax-act,TaxACT,,,,,,2013-10-07,2013-10,,USD
/organization/balance-for-life,Balance For Life,,,,,,/organization/the-fresh-diet,The Fresh Diet,E-Commerce,USA,FL,Miami,Miami,2007-12-31,2007-12,1200000,USD
/organization/balanced-insight,Balanced Insight,,USA,OH,Cincinnati,Cincinnati,/organization/cordata-healthcare-innovations,Cordata Healthcare Innovations,Health Care|SaaS,USA,OH,Cincinnati,Cincinnati,2014-07-01,2014-07,,USD
/organization/balanced-worlds-studio,Balanced Worlds,Computers|Entertainment|Games,CHN,22,Beijing,Beijing,/organization/kabam,Kabam,Games|Networking|Social Games|Social Media|Web Development,USA,CA,SF Bay Area,San Francisco,2012-12-03,2012-12,,USD
/organization/balboa-water-group,Balboa Water Group,Water,USA,CA,"Orange County, California",Tustin,/organization/aea-investors,AEA Investors,,USA,NY,New York City,New York,2015-12-03,2015-12,,USD
/organization/balconytv,BalconyTV,Games|Music|Video|Video Streaming,IRL,7,Dublin,Dublin,/organization/the-orchard,The Orchard,Digital Rights Management|Direct Marketing|Music|Technology|Video,USA,NY,New York City,New York,2014-03-06,2014-03,,USD
/organization/ballast-point-brewing-spirits,Ballast Point Brewing & Spirits,,,,,,/organization/constellation-brands,Constellation Brands,Wine And Spirits,USA,NY,"Rochester, New York",Victor,2015-11-16,2015-11,1000000000,USD
/organization/ballena-technologies,Ballena Technologies,,,,,,/organization/spectra,Spectra,Entertainment,USA,PA,Philadelphia,Philadelphia,2015-10-27,2015-10,,USD
/organization/ballhype,BallHype,Curated Web,,,,,/organization/future-us,Future US,Games,USA,CA,SF Bay Area,San Francisco,2008-07-15,2008-07,,USD
/organization/ballista-securities,Ballista Securities,Financial Services|Security|Trading,USA,NY,New York City,New York,/organization/intercontinentalexchange,IntercontinentalExchange,Brokers|Finance|Financial Exchanges|Financial Services,USA,GA,Atlanta,Atlanta,2011-02-25,2011-02,,USD
/organization/bally-technologies,Bally Technologies,Games,USA,NV,Las Vegas,Las Vegas,/organization/scientific-games-corporation,Scientific Games Corporation,Gamification|Lotteries|Loyalty Programs|Mobile,USA,NY,New York City,New York,2014-08-01,2014-08,5100000000,USD
/organization/balt,Balt,,,,,,/organization/bridgepoint,Bridgepoint,Business Development|Financial Services|Investment Management,FIN,13,Helsinki,Helsinki,2015-09-25,2015-09,,USD
/organization/balta-group,Balta Group,,BEL,9,BEL - Other,Sint-baafs-vijve,/organization/lone-star-funds,Lone Star Funds,,,,,,2015-06-16,2015-06,,USD
/organization/baltix,Baltix,App Marketing|Public Relations|Sales and Marketing|Social Media,,,,,/organization/3seventy,3seventy,App Marketing|Software,USA,TX,Austin,Austin,2010-11-01,2010-11,,USD
/organization/bamboo-media-casting,Bamboo Media Casting,Games,USA,NY,New York City,New York,/organization/runcom,Runcom,Mobile|Telecommunications|Wireless,,,,,2009-01-08,2009-01,,USD
/organization/banca-farmafactoring,Banca Farmafactoring,,ITA,9,Milan,Milano,/organization/centerbridge-partners,Centerbridge Partners,,USA,NY,New York City,New York,2015-04-02,2015-04,,USD
/organization/bancshares,Bancshares,Finance,USA,TX,Houston,Houston,/organization/bank-of-the-ozarks,Bank of the Ozarks,Finance,USA,AR,Little Rock,Little Rock,2013-12-09,2013-12,23000000,USD
/organization/bancsource,Bancsource,,USA,MO,Branson,Republic,/organization/capitalworks-cleveland,"CapitalWorks, Cleveland",,USA,OH,Cleveland,Cleveland,2015-04-02,2015-04,,USD
/organization/bandag,Bandag,Manufacturing,,,,,/organization/bridgestone,Bridgestone,Manufacturing,JPN,40,Tokyo,Tokyo,2007-06-01,2007-06,10000000,USD
/organization/bandsintown,Bandsintown,Apps|Concerts|Ediscovery|Events|Facebook Applications|Mobile|Music|Social Media Marketing,USA,CA,San Diego,San Diego,/organization/bandsintown-group,Bandsintown Group,Apps|Big Data|Email Marketing|Mobile|Music|Social Search,USA,NY,New York City,New York,2011-09-15,2011-09,,USD
/organization/bank-one,Bank One,Banking|Financial Services|Investment Management,USA,IL,Chicago,Chicago,/organization/jpmorgan-chase-co,JP Morgan Chase & Co.,Financial Services,USA,NY,New York City,New York,2004-01-15,2004-01,58000000000,USD
/organization/bankaholic,Bankaholic,Banking|Credit Cards|Curated Web,USA,FL,Palm Beaches,North Palm Beach,/organization/bankrate,Bankrate,Business Services|Curated Web,USA,FL,Palm Beaches,North Palm Beach,2008-09-23,2008-09,14900000,USD
/organization/bankers-independent-insurance,Bankers Independent Insurance,,,,,,/organization/american-independent-insurance,American Independent Insurance,Insurance,USA,PA,Philadelphia,Conshohocken,2005-03-10,2005-03,,USD
/organization/banking-check,Banking Check,Financial Services,DEU,16,Berlin,Berlin,/organization/ekomi,eKomi,Advertising|Content|E-Commerce|Reputation|Reviews and Recommendations|Social Commerce,,,,,2015-08-19,2015-08,,USD
/organization/bankingmyway,BankingMyWay,Banking|Curated Web|Finance,USA,WI,WI - Other,Fort Atkinson,/organization/thestreet,TheStreet,Finance,USA,NY,New York City,New York,2007-11-01,2007-11,25000000,USD
/organization/banklink,BankLink,Enterprise Software,,,,,/organization/myob,MYOB,Accounting|CRM|E-Commerce|Human Resources|Software|Training,AUS,7,AUS - Other,Glen Waverley,2013-05-14,2013-05,136000000,USD
/organization/bankrate,Bankrate,Business Services|Curated Web,USA,FL,Palm Beaches,North Palm Beach,/organization/apax-partners,Apax Partners,Investment Management|Venture Capital,USA,NY,New York City,New York,2009-07-22,2009-07,571000000,USD
/organization/banksimple,Simple,Banking|Enterprise Software|Finance,USA,OR,"Portland, Oregon",Portland,/organization/banco-bilbao-vizcaya-argentaria,Banco Bilbao Vizcaya Argentaria,Banking|Financial Services|Service Providers,ESP,59,Bilbao,Bilbao,2014-02-20,2014-02,117000000,USD
/organization/banksmarts-solutions,BankSmarts Solutions,,,,,,/organization/numbermall,NumberMall,E-Commerce|Mobile Payments,IND,2,Secunderabad,Secunderabad,2015-11-23,2015-11,,USD
/organization/bankverein-werther-ag,Bankverein Werther AG,,,,,,/organization/net-m,net mobile AG,Mobile|Mobile Payments,DEU,7,Dusseldrof,Düsseldorf,2011-11-15,2011-11,1,EUR
/organization/bantam,Bantam Live,Contact Management|CRM|Enterprise Software|Social CRM,USA,NY,New York City,New York,/organization/constant-contact,Constant Contact,Advertising|Email|Email Marketing|Event Management|Internet Marketing|Messaging|Social Media Marketing,USA,MA,Boston,Waltham,2011-02-16,2011-02,15000000,USD
/organization/banter-systems,Banter Systems,Software,USA,CA,SF Bay Area,San Francisco,/organization/iphrase-systems,iPhrase Technologies,Business Services|Customer Service|Internet,USA,MA,Boston,Cambridge,2004-01-12,2004-01,,USD
/organization/banyan-branch,Banyan Branch,Consulting|Facebook Applications|News|Social Media|Twitter Applications,USA,WA,Seattle,Seattle,/organization/deloitte-digital,Deloitte Digital,Design,USA,WA,Seattle,Seattle,2013-10-20,2013-10,,USD
/organization/banyan-partners,Banyan Partners,Financial Services|Wealth Management,USA,FL,Palm Beaches,Palm Beach Gardens,/organization/boston-private-financial-holdings,Boston Private Financial Holdings,Financial Services,USA,MA,Boston,Boston,2014-07-16,2014-07,60000000,USD
/organization/barbeques-galore,Barbeques Galore,Retail,USA,CA,Anaheim,Irvine,/organization/ironbridge-capital,Ironbridge Capital,,,,,,2005-08-12,2005-08,45000000,USD
/organization/barcodesinc,Barcodesinc,Consumers|E-Commerce|Information Technology,USA,IL,Chicago,Chicago,/organization/the-cortec-group,The Cortec Group,,USA,NY,New York City,New York,2012-11-02,2012-11,,USD
/organization/barcrest-group,Barcrest Group,,GBR,,,,/organization/scientific-games-corporation,Scientific Games Corporation,Gamification|Lotteries|Loyalty Programs|Mobile,USA,NY,New York City,New York,2011-04-27,2011-04,,USD
/organization/bard-elecrtrophysiology,Bard Electrophysiology,Hardware + Software,USA,MA,Boston,Lowell,/organization/boston-scientific,Boston Scientific,Health Care|Life Sciences|Manufacturing|Medical|Medical Devices|Technology,USA,MA,Boston,Marlborough,2013-06-28,2013-06,275000000,USD
/organization/bardel-entertainment,Bardel Entertainment,,,,,,/organization/rainbow,Rainbow,Games,ITA,10,Ancona,Ancona,2015-10-07,2015-10,,USD
/organization/bare-escentuals,Bare Escentuals,Cosmetics,USA,CA,SF Bay Area,San Francisco,/organization/shiseido,Shiseido,,,,,,2010-01-13,2010-01,1700000000,USD
/organization/bare-knuckle-marketing,Bare Knuckle Marketing,Internet of Things|Marketplaces|Search,USA,OH,Cincinnati,Cincinnati,/organization/red212,Red212,Advertising|Auctions|E-Commerce|Social Media,USA,OH,Cincinnati,Cincinnati,2014-06-16,2014-06,,USD
/organization/bargoonz-ca,bargoonz.ca,,,,,,/organization/buytopia,Buytopia,Coupons|E-Commerce,CAN,ON,Toronto,Toronto,2012-05-01,2012-05,,USD
/organization/barloworld,Barloworld,,,,,,/organization/llamasoft,LLamasoft,Software|Supply Chain Management,USA,MI,Detroit,Ann Arbor,2015-11-03,2015-11,,USD
/organization/barnone,BarNone,E-Commerce|Finance,USA,CA,SF Bay Area,Oakland,/organization/centrro,"Centrro, Inc.",Credit|Curated Web|Personal Finance,USA,CA,SF Bay Area,Oakland,2009-09-23,2009-09,,USD
/organization/baronsmead,Baronsmead,,GBR,H9,London,London,/organization/assuredpartners,AssuredPartners,Customer Service|Insurance|Networking,USA,FL,Orlando,Lake Mary,2014-12-04,2014-12,,USD
/organization/barosense,Barosense,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/boston-scientific,Boston Scientific,Health Care|Life Sciences|Manufacturing|Medical|Medical Devices|Technology,USA,MA,Boston,Marlborough,2013-07-13,2013-07,,USD
/organization/barracuda-group,Barracuda Group,,GBR,B9,London,Marlow,/organization/charterhouse-group-international,Charterhouse Group International,,USA,NJ,Newark,Summit,2005-06-24,2005-06,,USD
/organization/barriersafe-solutions-international,BarrierSafe Solutions International,Manufacturing,USA,NV,Reno - Sparks,Reno,/organization/ansell-healthcare,Ansell Healthcare,Health and Wellness,USA,NJ,Newark,Iselin,2013-11-26,2013-11,615000000,USD
/organization/barrx-medical,BARRX Medical,Health Care|Medical|Technology,USA,CA,SF Bay Area,Sunnyvale,/organization/covidien,Covidien,Biotechnology|Electronics|Health Care|Medical,IRL,7,Dublin,Dublin,2011-11-21,2011-11,325000000,USD
/organization/barsa-distribution-systems,Barsa Distribution Systems,Software,USA,NY,New York City,Purchase,/organization/maximum-computer-systems,Maximum Computer Systems,Software,USA,NY,Long Island,Ronkonkoma,2009-10-09,2009-10,,USD
/organization/bartlett-holdings,Bartlett Holdings,,USA,MA,MA - Other,Plymouth Meeting,/organization/harvest-partners,Harvest Partners,,USA,NY,New York City,New York,2010-12-01,2010-12,,USD
/organization/bartlett-holdings,Bartlett Holdings,,USA,MA,MA - Other,Plymouth Meeting,/organization/harvest-partners,Harvest Partners,,USA,NY,New York City,New York,2010-12-01,2010-12,,USD
/organization/bartlett-holdings,Bartlett Holdings,,USA,MA,MA - Other,Plymouth Meeting,/organization/harvest-partners,Harvest Partners,,USA,NY,New York City,New York,2010-12-01,2010-12,,USD
/organization/base-4,Base,Android|Mobile|Social Media,,,,,/organization/telenet-holding,Telenet Holding,Public Relations,BEL,5,Brussels,Mechelen-bovelingen,2015-04-20,2015-04,,USD
/organization/base-technologies,Base Technologies,Enterprise Application|Software|Technology,,,,,/organization/ca,CA Technologies,Software,USA,NY,New York City,New York,2011-04-06,2011-04,,USD
/organization/base-velocity,Base Velocity,Games,,,,,/organization/weather-decision-technologies,Weather Decision Technologies,Broadcasting|Business Services|Internet|Mobile|News,USA,OK,Oklahoma City,Norman,2012-01-23,2012-01,,USD
/organization/base2,Base2,,USA,WI,Milwaukee,Grafton,/organization/dicentral,DiCentral,Enterprise Software,USA,TX,Houston,Houston,2010-05-03,2010-05,,USD
/organization/base79,Base79,Advertising|Entertainment|Mobile|Music|Sports|Television|Video|Video Streaming,FRA,A8,Paris,Paris,/organization/rightster,Rightster,Analytics|Content|Content Creators|Content Delivery|Content Discovery|Content Syndication|Digital Media|Digital Rights Management|Media|Video|Video on Demand|Video Streaming,GBR,H9,London,London,2014-07-08,2014-07,50000000,GBP
/organization/basefarm,Basefarm,Consulting,NOR,12,Oslo,Oslo,/organization/reiten-co,Reiten & Co,Services|Venture Capital,NOR,12,Oslo,Oslo,2009-12-01,2009-12,,USD
/organization/baseline,Baseline,Databases,USA,CA,Los Angeles,Los Angeles,/organization/gracenote,Gracenote,Automotive|Music|Sports|Video,USA,CA,SF Bay Area,Emeryville,2014-09-03,2014-09,50000000,USD
/organization/baseline-consulting,Baseline Consulting,,USA,CA,Los Angeles,Sherman Oaks,/organization/dataflux,DataFlux,,USA,NC,Raleigh,Cary,2011-03-04,2011-03,,USD
/organization/basepoint-analytics,BasePoint Analytics,Enterprise Software,USA,CA,San Diego,Carlsbad,/organization/corelogic,CoreLogic,Software,USA,CA,"Orange County, California",Santa Ana,2009-06-17,2009-06,,USD
/organization/bash-gaming,BASH Gaming,Android|Facebook Applications|Gambling|Game|Games|iPhone|Social Media,USA,CA,SF Bay Area,Fremont,/organization/gsn,GSN,Games,USA,CA,SF Bay Area,Palo Alto,2014-03-18,2014-03,165000000,USD
/organization/basic-concepts,Basic Concepts,,USA,SC,Greenville - Spartanburg,Anderson,/organization/justrite-manufacturing,Justrite Manufacturing,Machine Learning|Product Development Services,USA,IL,"Springfield, Illinois",Mattoon,2014-01-28,2014-01,,USD
/organization/basin-tools,Basin Tools,Manufacturing|Motors|Oil,USA,TX,Houston,Houston,/organization/abaco-energy-technologies,Abaco Energy Technologies,,USA,TX,Houston,Houston,2014-10-24,2014-10,,USD
/organization/basin-water,Basin Water,Technology,USA,CA,Ontario - Inland Empire,Rancho Cucamonga,/organization/amplio-group,Amplio Group,Finance,GBR,H9,London,London,2009-10-08,2009-10,2000000,USD
/organization/basis-communications,Basis Communications,,,,,,/organization/intel,Intel,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2000-03-21,2000-03,450000000,USD
/organization/basis-science,Basis Science,Fitness|Health and Wellness,USA,CA,SF Bay Area,San Francisco,/organization/intel,Intel,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2014-03-03,2014-03,100000000,USD
/organization/baskins-department-stores,Baskins Department Stores,,USA,TX,TX - Other,Livingston,/organization/transition-capital-partners,Transition Capital Partners,,USA,TX,Dallas,Dallas,2004-04-20,2004-04,,USD
/organization/bates-container,Bates Container,Manufacturing,USA,TX,Dallas,North Richland Hills,/organization/smurfit-kappa,Smurfit Kappa,Manufacturing,IRL,7,Dublin,Dublin,2014-09-29,2014-09,157000000,USD
/organization/batrus-hollweg-international,Batrus Hollweg International,Consulting|Human Resources|Skill Assessment,USA,TX,Dallas,Plano,/organization/kenexa,Kenexa,Software,USA,PA,Philadelphia,Wayne,2011-11-14,2011-11,,USD
/organization/batunas-indonesia,Batunas Indonesia,,,,,,/organization/inovisi-infracom,Inovisi Infracom,Investment Management|Public Relations|Telecommunications|Venture Capital,SGP,,Singapore,Singapore,2011-12-20,2011-12,150000000,USD
/organization/bauer-built-manufacturing,Bauer Built Manufacturing,,USA,IA,Des Moines,Paton,/organization/deere-company,Deere & Company,Agriculture|Construction|Manufacturing,USA,IL,Moline - Davenport,Moline,2013-01-01,2013-01,,USD
/organization/bausch-lomb,Bausch & Lomb,Biotechnology,USA,NY,"Rochester, New York",Rochester,/organization/valeant-pharmaceuticals-international,Valeant Pharmaceuticals International,Biotechnology,USA,CA,Anaheim,Aliso Viejo,2013-05-28,2013-05,8700000000,USD
/organization/baxano,Baxano,Health Care,USA,CA,SF Bay Area,San Jose,/organization/trans1,TranS1,Biotechnology,USA,CO,Denver,Denver,2013-03-04,2013-03,,USD
/organization/baxter-international,Baxter International,Biotechnology|Medical,USA,IL,Chicago,Deerfield,/organization/pfizer,Pfizer,Biotechnology,USA,NY,New York City,New York,2014-07-30,2014-07,635000000,USD
/organization/bay-bridge-decision-technologies,Bay Bridge Decision Technologies,Software,USA,MD,Baltimore,Annapolis,/organization/interactive-intelligence-group,Interactive Intelligence Group,Contact Centers|Software|Unifed Communications,USA,IN,Indianapolis,Indianapolis,2012-08-09,2012-08,,USD
/organization/bayescamp,BayesCamp,Analytics|Big Data|Education,USA,IL,Chicago,Chicago,/organization/zipfian-academy,Zipfian Academy,Big Data|EdTech|Education|Predictive Analytics,USA,CA,SF Bay Area,San Francisco,2013-06-10,2013-06,,USD
/organization/bazaar-advertising-solutions,Bazaar Advertising Solutions,Advertising|Search Marketing|Web Hosting,USA,CA,SF Bay Area,San Francisco,/organization/epic-advertising,EpicAds,Advertising|Performance Marketing,USA,NY,New York City,New York,2007-10-04,2007-10,,USD
/organization/bazaar-daily-uk,Bazaar Daily UK,,,,,,/organization/bazaar-daily-news,Wallis & Holdings,News,USA,GA,GA - Other,Buckhead,2011-11-15,2011-11,1000,USD
/organization/bb4-technologies,BB4 Technologies,,CAN,QC,Montreal,Montréal,/organization/quest-software,Quest Software,Software,USA,CA,Anaheim,Aliso Viejo,2002-03-14,2002-03,,USD
/organization/bbb-industries,BBB Industries,Automotive|Heavy Industry|Manufacturing,USA,AL,Mobile,Mobile,/organization/pamplona-capital-management,Pamplona Capital Management,,GBR,H9,London,London,2014-11-03,2014-11,,USD
/organization/bbcom,BBCom,,USA,AR,Little Rock,Conway,/organization/osmose-utilities-services,Osmose Utilities Services,,USA,GA,Atlanta,Tyrone,2011-10-03,2011-10,,USD
/organization/bbe,BBE,Advertising,USA,NY,New York City,New York,/organization/specific-media,Specific Media,Advertising|Auctions|Digital Media,USA,CA,Anaheim,Irvine,2010-10-15,2010-10,55000000,USD
/organization/bbi-group,BBI Group,,GBR,X5,GBR - Other,Llanishen,/organization/exponent-private-equity,Exponent Private Equity,,GBR,H9,London,London,2015-11-19,2015-11,115000000,USD
/organization/bbi-spreaders,BBI Spreaders,Agriculture|Design|Farming|Manufacturing|Sales and Marketing,USA,GA,"Athens, Georgia",Cornelia,/organization/salford-farm-machinery,Salford Farm Machinery,,USA,IA,Des Moines,Osceola,2014-10-13,2014-10,,USD
/organization/bbn,BBN Corporation,Telecommunications,USA,MA,Boston,Cambridge,/organization/gte,GTE,Services|Telecommunications|Wireless,,,,,1997-01-01,1997-01,616000000,USD
/organization/bbn-technologies,Raytheon BBN Technologies,Web Hosting,USA,MA,Boston,Cambridge,/organization/raytheon,Raytheon Co.,Defense|Security,USA,MA,Boston,Waltham,2009-10-26,2009-10,350000000,USD
/organization/bbs-media,BBS Media,,,,,,/organization/glammedia,Mode Media (fka Glam Media),Content Creators|Curated Web|Fashion|Lifestyle|Media|Social Network Media|Video Streaming,USA,CA,SF Bay Area,Brisbane,2011-03-17,2011-03,,USD
/organization/bc-credit-sofom,BC Credit Sofom,,,,,,/organization/beamonte-investments,Beamonte Investments,Credit|Impact Investing|Venture Capital,USA,MA,Boston,Boston,2012-05-31,2012-05,,USD
/organization/bca,BCA,,GBR,N7,Farnham,Farnham,/organization/haversham-holdings,Haversham Holdings,,GBR,H9,London,London,2015-03-26,2015-03,,USD
/organization/bcd-semiconductor-manufacturing-limited,BCD Semiconductor Manufacturing Limited,Manufacturing,USA,CA,SF Bay Area,Fremont,/organization/diodes-incorporated,Diodes Incorporated,Semiconductors,USA,TX,Dallas,Plano,2013-03-05,2013-03,151000000,USD
/organization/bcn-systems,BCN Systems,Software,USA,CA,SF Bay Area,Santa Clara,/organization/cisco,Cisco,Communications Infrastructure|Data Center Infrastructure|Hardware|Networking|Software,USA,CA,SF Bay Area,San Jose,2004-12-09,2004-12,,USD
/organization/bcnx,BCNX,Advertising,KOR,11,Seoul,Seoul,/organization/yello-digital-marketing,Yello Digital Marketing,,,,,,2013-04-30,2013-04,,KRW
/organization/bcs-fuel-cells,BCS Fuel Cells,,,,,,/organization/fuelcellsetc,FuelCellsEtc,Clean Technology,USA,TX,Austin,College Station,2011-01-01,2011-01,,USD
/organization/bdl-media,BDL Media,Cloud Computing|Media|Public Relations|SaaS|Social Media|Software,HKG,,Hong Kong,Hong Kong,/organization/vocus,Vocus,Email Marketing|Marketing Automation|Social Media Monitoring|Software,USA,MD,"Washington, D.C.",Beltsville,2010-04-20,2010-04,,USD
/organization/bds-incorporated,"BDS, Incorporated",,,,,,/organization/btg-2,BTG,,,,,,1991-01-01,1991-01,27000000,USD
/organization/be-consulting,BE Consulting,,,,,,/organization/northridge,Northridge,Business Intelligence|Collaboration|Consulting|Networking|Portals|Services|Telecommunications|Web Development,USA,NC,Charlotte,Charlotte,2009-06-24,2009-06,,USD
/organization/be-green-packaging,Be Green Packaging,Design|Distributors|Manufacturing,USA,CA,Santa Barbara,Santa Barbara,/organization/riverside,Riverside Company,Crowdfunding|Financial Services|Investment Management,USA,GA,Atlanta,Atlanta,2014-02-04,2014-02,,USD
/organization/be-jane,Be Jane,Curated Web,USA,CA,Los Angeles,Burbank,/organization/builder-homesite,Builder Homesite,Software,USA,TX,Austin,Austin,2009-10-01,2009-10,,USD
/organization/be-wireless,Be Wireless,,,,,,/organization/zenvia,Zenvia,Mobile,BRA,23,Porto Alegre,Porto Alegre,2011-12-01,2011-12,,USD
/organization/bea-maurer,Bea Maurer,,USA,VA,VA - Other,Fairfield,/organization/hdt-global,HDT Global,Technology,USA,OH,Cleveland,Solon,2005-03-11,2005-03,,USD
/organization/bea-systems,BEA Systems,Software,USA,TX,Seminole,Seminole,/organization/oracle,Oracle Corporation,Enterprise Software|Hardware|Information Services|Information Technology|Software,USA,CA,SF Bay Area,Redwood Shores,2008-01-16,2008-01,8500000000,USD
/organization/beach-associates,Beach & Associates,Commercial Real Estate|Insurance|Services,CAN,ON,Toronto,Toronto,/organization/aquiline-capital-partners,Aquiline Capital Partners,,USA,NY,New York City,New York,2014-11-13,2014-11,,USD
/organization/beach-bum-enterprises,Beach Bum Enterprises,,,,,,/organization/global-asset-management,Global Asset Management,Finance|Financial Services|Services,USA,IN,South Bend,Valparaiso,2013-07-13,2013-07,450000,USD
/organization/beach-solutions,Beach Solutions,Internet,GBR,K7,London,Reading,/organization/duolog-technologies,Duolog Technologies,Software|Training,USA,CA,SF Bay Area,Mountain View,2009-01-20,2009-01,,USD
/organization/beach-street-consulting,Beach Street Consulting,Software,USA,MD,"Washington, D.C.",Chevy Chase,/organization/flatirons-solutions,Flatirons Solutions,Consulting|Content|Publishing|Transportation|Web Development,USA,CO,Denver,Boulder,2015-04-01,2015-04,,USD
/organization/beacon-ad-network,Beacon Ad Network,Advertising,,,,,/organization/buysellads-com,BuySellAds,Advertising,USA,MA,Boston,Boston,2011-11-03,2011-11,,USD
/organization/beacon-bank,Beacon Bank,,,,,,/organization/alerus-financial,Alerus Financial,Financial Services,USA,ND,Fargo,Grand Forks,2015-09-24,2015-09,,USD
/organization/beacon-it,Beacon IT,Software,JPN,40,Tokyo,Tokyo,/organization/bsp,BSP,,JPN,40,Tokyo,Tokyo,2013-12-26,2013-12,,USD
/organization/beacon-partners,Beacon Partners,Health and Wellness|Healthcare Services|Medical,USA,MA,Boston,Weymouth,/organization/kpmg,KPMG,Advice|Big Data Analytics|Consulting|Corporate Wellness,GBR,H9,London,London,2015-04-12,2015-04,,USD
/organization/beacon-rail,Beacon Rail,Finance|Financial Services,USA,MA,Boston,Boston,/organization/pamplona-capital-management,Pamplona Capital Management,,GBR,H9,London,London,2014-05-06,2014-05,450000000,USD
/organization/beacon-resources,Beacon Resources,Financial Services,USA,CA,Anaheim,Newport Beach,/organization/dlc,DLC,Banking,USA,CA,Los Angeles,Woodland Hills,2014-08-27,2014-08,,USD
/organization/beacon-security-and-communications,Beacon Security and Communications,Marketplaces|Security|Services,GBR,E2,GBR - Other,Crowborough,/organization/convergint-technologies,Convergint Technologies,Biometrics|Healthcare Services|Security|Video,USA,MA,Boston,Sharon,2015-01-09,2015-01,,USD
/organization/beacon-software,Beacon Software,Software,,,,,/organization/ibt,IBT,Finance|Software|Technology,USA,TX,Austin,Cedar Park,2012-02-29,2012-02,,USD
/organization/beam-inc,Beam Inc,Manufacturing,USA,IL,Chicago,Deerfield,/organization/suntory-holdings,Suntory Holdings,,JPN,32,Osaka,Osaka,2014-01-13,2014-01,16000000000,USD
/organization/beamly,Beamly,Advertising Platforms|Content Discovery|Curated Web|Optimization|Social Media Advertising|Social Media Marketing|Social Television|Television,GBR,H9,London,London,/organization/coty,Coty,Health and Wellness,USA,NY,New York City,New York,2015-10-19,2015-10,,USD
/organization/beanstream-internet-commerce,Beanstream Internet Commerce,Accounting|E-Commerce|Payments,USA,KS,Wichita,Wichita,/organization/bambora,Bambora,Payments,,,,,2015-09-16,2015-09,,USD
/organization/bear-data-solutions,BEAR Data Solutions,Information Services|Information Technology|Security|Storage,USA,CA,SF Bay Area,San Francisco,/organization/datalink,Datalink,Technology|Web Hosting,USA,MN,Minneapolis,Chanhassen,2014-10-20,2014-10,18500000,USD
/organization/bear-stearns,Bear Stearns,,USA,GA,Atlanta,Atlanta,/organization/jp-morgan-chase,JP Morgan,Banking|Finance|Financial Services|Wealth Management,USA,NY,New York City,New York,2008-03-17,2008-03,,USD
/organization/bearingpoint,BearingPoint,Consulting,USA,TX,Dallas,Dallas,/organization/perot-systems,Perot Systems,Consulting|Energy|Enterprises|Enterprise Software,USA,TX,Dallas,Plano,2009-10-12,2009-10,,USD
/organization/beatport,Beatport,Music|Music Services|Music Venues,USA,CO,Denver,Denver,/organization/sfx-entertainment,SFX Entertainment,Games|Music|Recreation,USA,NY,New York City,New York,2013-02-01,2013-02,,USD
/organization/beats-by-dr-dre,Beats Electronics,Hardware|Music,USA,CA,Los Angeles,Santa Monica,/organization/apple,Apple,Computers|Consumer Electronics|Electronics|Hardware + Software|Retail,USA,CA,SF Bay Area,Cupertino,2014-05-28,2014-05,3000000000,USD
